song_id,artist_id,genre,is_artist_famous,is_premium,is_famous,week_released,number_of_streams
53,1,Electronic,False,False,False,14,845
54,2,Jazz,False,False,False,14,851
55,5,Pop,False,False,False,14,868
56,6,Alternative,False,False,False,14,741
57,10,Alternative,False,False,False,14,761
58,22,Electronic,False,False,False,14,699
59,0,Jazz,False,True,True,15,13879
60,2,Jazz,False,False,False,15,550
61,14,Electronic,False,False,True,15,609
62,16,Alternative,False,False,True,15,534
63,19,Hip-hop,False,False,False,15,742
64,26,Jazz,False,False,False,15,620
65,30,Jazz,False,False,False,15,664
66,34,Classical,False,False,False,15,513
67,36,Classical,False,False,False,15,681
68,38,Alternative,False,False,False,15,797
69,1,Electronic,False,False,False,16,554
70,2,Jazz,False,False,False,16,468
71,10,Alternative,False,False,False,16,467
72,11,Rock,False,False,False,16,815
73,15,Blues,False,False,False,16,501
74,19,Hip-hop,False,False,False,16,649
75,23,Rock,False,False,False,16,765
76,28,Jazz,False,False,False,16,504
77,29,Jazz,True,False,True,16,527
78,30,Jazz,False,False,False,16,597
79,33,Jazz,True,True,True,16,14202
80,34,Classical,False,False,False,16,660
81,38,Alternative,False,False,False,16,521
82,40,Blues,False,False,False,16,532
83,5,Pop,False,False,False,17,575
84,11,Rock,False,False,False,17,684
85,19,Hip-hop,False,False,False,17,623
86,20,Blues,False,False,False,17,491
87,24,Alternative,False,False,False,17,620
88,25,Rock,False,False,False,17,637
89,28,Jazz,False,False,False,17,471
90,29,Jazz,True,True,True,17,13780
91,33,Jazz,True,False,True,17,714
92,34,Classical,False,False,False,17,552
93,35,Classical,False,False,True,17,676
94,37,Pop,False,False,False,17,660
95,38,Alternative,False,False,False,17,586
96,42,Alternative,False,False,False,17,434
97,5,Pop,False,False,False,18,594
98,7,Jazz,False,True,True,18,12711
99,8,Classical,False,False,False,18,643
100,9,Blues,False,False,False,18,559
101,13,Jazz,False,False,False,18,446
102,16,Alternative,False,False,False,18,628
103,17,Classical,False,False,False,18,606
104,18,Blues,False,False,False,18,451
105,20,Blues,False,False,False,18,690
106,23,Rock,False,False,False,18,751
107,25,Rock,False,False,False,18,836
108,26,Jazz,False,False,False,18,592
109,29,Jazz,True,False,True,18,510
110,31,Blues,False,False,False,18,505
111,33,Jazz,True,True,True,18,13174
112,34,Classical,False,False,False,18,531
113,35,Classical,False,False,False,18,666
114,37,Pop,False,True,True,18,15675
115,41,Pop,False,False,False,18,481
116,44,Blues,False,False,False,18,580
117,46,Rock,False,False,False,18,499
118,2,Jazz,False,True,True,19,11920
119,4,Jazz,False,False,False,19,585
120,10,Alternative,False,False,False,19,495
121,13,Jazz,False,False,True,19,532
122,14,Electronic,False,False,False,19,543
123,17,Classical,False,False,False,19,473
124,33,Jazz,True,False,False,19,506
125,34,Classical,False,False,True,19,413
126,42,Alternative,False,False,True,19,523
127,43,Pop,False,False,False,19,645
128,44,Blues,False,False,False,19,562
129,45,Blues,False,False,False,19,441
130,49,Alternative,False,False,False,19,582
131,50,Rock,False,False,False,19,500
132,3,Jazz,False,False,False,20,401
133,6,Alternative,False,False,False,20,551
134,9,Blues,False,False,False,20,622
135,23,Rock,False,True,True,20,16637
136,25,Rock,False,False,False,20,504
137,34,Classical,False,False,False,20,444
138,40,Blues,False,False,True,20,663
139,43,Pop,False,False,False,20,447
140,46,Rock,False,False,False,20,478
141,50,Rock,False,False,False,20,611
142,53,Rock,False,False,False,20,505
143,5,Pop,False,False,True,21,539
144,6,Alternative,False,False,False,21,585
145,7,Jazz,False,False,False,21,490
146,8,Classical,False,False,False,21,611
147,9,Blues,False,False,False,21,545
148,11,Rock,False,False,True,21,591
149,15,Blues,False,False,True,21,367
150,16,Alternative,False,False,False,21,447
151,21,Pop,False,False,False,21,598
152,23,Rock,False,False,False,21,589
153,24,Alternative,False,False,False,21,550
154,27,Alternative,False,False,False,21,506
155,28,Jazz,False,False,False,21,319
156,34,Classical,False,False,False,21,400
157,36,Classical,False,False,False,21,492
158,39,Pop,False,False,False,21,553
159,40,Blues,False,False,True,21,542
160,50,Rock,False,False,False,21,429
161,51,Pop,False,False,False,21,487
162,54,Classical,False,True,True,21,10737
163,1,Electronic,False,False,True,22,499
164,4,Jazz,False,False,False,22,393
165,5,Pop,False,False,False,22,458
166,17,Classical,False,False,False,22,382
167,19,Hip-hop,False,False,False,22,563
168,34,Classical,False,False,False,22,442
169,35,Classical,False,False,True,22,474
170,41,Pop,False,False,False,22,483
171,42,Alternative,False,False,False,22,375
172,49,Alternative,False,False,False,22,423
173,54,Classical,False,False,False,22,578
174,63,Classical,False,False,False,22,524
175,0,Jazz,False,False,True,23,503
176,4,Jazz,False,False,False,23,453
177,12,Jazz,False,False,False,23,391
178,14,Electronic,False,False,True,23,612
179,18,Blues,False,False,False,23,298
180,21,Pop,False,False,False,23,415
181,22,Electronic,False,False,False,23,438
182,25,Rock,False,False,True,23,381
183,26,Jazz,False,False,False,23,782
184,28,Jazz,False,False,False,23,545
185,30,Jazz,False,False,False,23,630
186,31,Blues,False,False,False,23,421
187,32,Pop,False,False,False,23,437
188,42,Alternative,False,False,False,23,420
189,51,Pop,False,False,False,23,551
190,53,Rock,False,False,False,23,527
191,58,Blues,False,False,False,23,438
192,63,Classical,False,False,False,23,386
193,65,Hip-hop,False,False,False,23,385
194,0,Jazz,False,False,False,24,471
195,1,Electronic,False,False,False,24,428
196,6,Alternative,False,False,False,24,517
197,10,Alternative,False,True,True,24,11803
198,11,Rock,False,False,False,24,595
199,12,Jazz,False,False,False,24,549
200,13,Jazz,False,False,False,24,430
201,16,Alternative,False,True,True,24,11226
202,17,Classical,False,False,False,24,553
203,20,Blues,False,False,False,24,322
204,27,Alternative,False,False,False,24,462
205,31,Blues,False,False,False,24,349
206,34,Classical,False,False,False,24,480
207,41,Pop,False,False,False,24,405
208,53,Rock,False,False,False,24,445
209,58,Blues,False,False,False,24,432
210,59,Blues,False,False,False,24,413
211,61,Rock,False,False,False,24,432
212,63,Classical,False,False,False,24,335
213,67,Alternative,False,False,False,24,439
214,69,Pop,False,False,False,24,482
215,70,Rock,False,False,False,24,636
216,2,Jazz,False,False,False,25,349
217,5,Pop,False,False,False,25,351
218,8,Classical,False,False,False,25,430
219,11,Rock,False,False,False,25,473
220,17,Classical,False,False,False,25,486
221,27,Alternative,False,False,False,25,446
222,28,Jazz,False,False,False,25,539
223,33,Jazz,True,False,True,25,476
224,36,Classical,False,False,False,25,415
225,37,Pop,False,False,False,25,530
226,46,Rock,False,False,False,25,519
227,48,Hip-hop,False,False,False,25,518
228,54,Classical,False,False,False,25,434
229,62,Pop,False,False,False,25,417
230,64,Pop,False,False,False,25,474
231,69,Pop,False,True,True,25,10930
232,75,Electronic,False,False,False,25,417
233,2,Jazz,False,False,False,26,457
234,3,Jazz,False,False,False,26,380
235,5,Pop,False,False,False,26,389
236,8,Classical,False,False,False,26,387
237,9,Blues,False,False,False,26,368
238,11,Rock,False,False,True,26,374
239,20,Blues,False,False,False,26,293
240,22,Electronic,False,False,True,26,340
241,27,Alternative,False,False,False,26,485
242,31,Blues,False,False,False,26,387
243,38,Alternative,False,False,False,26,401
244,39,Pop,False,False,False,26,523
245,41,Pop,False,False,False,26,373
246,46,Rock,False,False,False,26,495
247,49,Alternative,False,False,False,26,552
248,51,Pop,False,False,False,26,299
249,54,Classical,False,False,False,26,413
250,71,Alternative,True,False,True,26,529
251,72,Alternative,False,False,False,26,566
252,74,Jazz,False,False,False,26,453
253,76,Classical,False,False,False,26,377
254,78,Pop,False,False,False,26,269
255,2,Jazz,False,False,False,27,376
256,4,Jazz,False,False,False,27,330
257,5,Pop,False,False,True,27,439
258,10,Alternative,False,False,False,27,332
259,32,Pop,False,False,False,27,262
260,38,Alternative,False,False,False,27,422
261,40,Blues,False,False,False,27,352
262,41,Pop,False,False,False,27,344
263,48,Hip-hop,False,False,False,27,364
264,49,Alternative,False,False,False,27,319
265,59,Blues,False,False,False,27,345
266,60,Electronic,False,True,True,27,8592
267,61,Rock,False,False,False,27,438
268,66,Alternative,False,False,False,27,286
269,70,Rock,False,True,True,27,11582
270,73,Alternative,False,False,False,27,328
271,78,Pop,False,False,False,27,327
272,79,Blues,False,False,False,27,400
273,85,Alternative,False,False,True,27,289
274,1,Electronic,False,False,False,28,326
275,6,Alternative,False,False,False,28,520
276,7,Jazz,False,False,False,28,406
277,11,Rock,False,False,False,28,421
278,16,Alternative,False,False,False,28,384
279,17,Classical,False,False,False,28,391
280,24,Alternative,False,False,False,28,288
281,27,Alternative,False,False,False,28,334
282,30,Jazz,False,False,False,28,321
283,31,Blues,False,True,True,28,8156
284,33,Jazz,True,False,True,28,429
285,39,Pop,False,False,False,28,451
286,41,Pop,False,False,False,28,297
287,44,Blues,False,False,False,28,249
288,46,Rock,False,False,False,28,407
289,47,Alternative,False,False,False,28,284
290,61,Rock,False,False,False,28,397
291,62,Pop,False,True,True,28,8542
292,63,Classical,False,False,False,28,347
293,64,Pop,False,False,False,28,586
294,65,Hip-hop,False,False,False,28,374
295,66,Alternative,False,False,False,28,413
296,67,Alternative,False,False,False,28,403
297,70,Rock,False,False,False,28,571
298,80,Alternative,False,True,True,28,8697
299,81,Alternative,True,False,True,28,353
300,10,Alternative,False,False,False,29,339
301,11,Rock,False,False,False,29,462
302,12,Jazz,False,False,False,29,397
303,16,Alternative,False,False,False,29,418
304,28,Jazz,False,False,False,29,522
305,29,Jazz,True,False,True,29,237
306,32,Pop,False,False,False,29,347
307,39,Pop,False,True,True,29,9246
308,50,Rock,False,False,False,29,396
309,53,Rock,False,False,False,29,302
310,65,Hip-hop,False,False,False,29,416
311,71,Alternative,True,False,True,29,359
312,72,Alternative,False,False,False,29,369
313,73,Alternative,False,False,False,29,315
314,76,Classical,False,False,False,29,299
315,78,Pop,False,False,False,29,376
316,81,Alternative,True,False,True,29,339
317,82,Alternative,False,False,False,29,476
318,85,Alternative,False,False,False,29,373
319,86,Alternative,False,False,False,29,288
320,87,Alternative,False,True,True,29,8953
321,89,Alternative,False,False,False,29,330
322,4,Jazz,False,False,False,30,354
323,8,Classical,False,False,False,30,372
324,10,Alternative,False,False,False,30,436
325,12,Jazz,False,False,False,30,384
326,29,Jazz,True,False,False,30,266
327,32,Pop,False,False,False,30,321
328,40,Blues,False,False,False,30,373
329,41,Pop,False,False,False,30,273
330,42,Alternative,False,False,False,30,292
331,47,Alternative,False,False,False,30,392
332,50,Rock,False,False,False,30,431
333,52,Electronic,False,False,True,30,286
334,60,Electronic,False,False,False,30,319
335,61,Rock,False,False,False,30,419
336,63,Classical,False,False,False,30,267
337,66,Alternative,False,False,False,30,409
338,68,Jazz,False,False,False,30,297
339,69,Pop,False,False,False,30,275
340,70,Rock,False,False,False,30,474
341,82,Alternative,False,False,False,30,422
342,88,Rock,False,False,False,30,496
343,96,Blues,False,False,False,30,284
344,99,Rock,False,False,False,30,387
345,100,Rock,False,False,False,30,333
346,6,Alternative,False,False,False,31,310
347,10,Alternative,False,False,False,31,379
348,18,Blues,False,False,True,31,271
349,21,Pop,False,False,False,31,354
350,33,Jazz,True,False,True,31,324
351,34,Classical,False,False,False,31,377
352,38,Alternative,False,False,False,31,437
353,41,Pop,False,False,False,31,311
354,42,Alternative,False,False,False,31,345
355,45,Blues,False,True,True,31,7281
356,50,Rock,False,False,False,31,375
357,52,Electronic,False,False,False,31,269
358,53,Rock,False,False,False,31,353
359,54,Classical,False,False,True,31,282
360,55,Pop,False,False,False,31,330
361,58,Blues,False,False,False,31,346
362,59,Blues,False,False,False,31,389
363,60,Electronic,False,False,False,31,405
364,61,Rock,False,False,False,31,424
365,64,Pop,False,False,False,31,411
366,65,Hip-hop,False,False,False,31,283
367,70,Rock,False,False,True,31,536
368,78,Pop,False,False,False,31,256
369,79,Blues,False,False,False,31,287
370,92,Blues,True,False,True,31,344
371,94,Jazz,False,True,True,31,6816
372,97,Pop,False,False,False,31,384
373,3,Jazz,False,False,False,32,343
374,7,Jazz,False,False,False,32,275
375,9,Blues,False,False,False,32,252
376,12,Jazz,False,False,False,32,221
377,16,Alternative,False,False,False,32,217
378,18,Blues,False,False,False,32,251
379,23,Rock,False,True,True,32,8833
380,27,Alternative,False,False,False,32,305
381,40,Blues,False,False,False,32,350
382,45,Blues,False,False,False,32,296
383,47,Alternative,False,False,False,32,394
384,51,Pop,False,False,False,32,331
385,52,Electronic,False,False,False,32,221
386,56,Electronic,False,False,False,32,342
387,57,Jazz,False,False,False,32,238
388,62,Pop,False,False,False,32,338
389,64,Pop,False,False,False,32,296
390,67,Alternative,False,False,False,32,305
391,69,Pop,False,False,False,32,253
392,72,Alternative,False,False,False,32,344
393,74,Jazz,False,False,False,32,357
394,75,Electronic,False,True,True,32,7009
395,81,Alternative,True,False,False,32,272
396,89,Alternative,False,False,False,32,233
397,90,Alternative,True,False,True,32,414
398,93,Jazz,False,False,False,32,245
399,94,Jazz,False,False,False,32,238
400,106,Pop,False,True,True,32,7864
401,1,Electronic,False,False,False,33,318
402,8,Classical,False,False,False,33,355
403,9,Blues,False,False,False,33,275
404,10,Alternative,False,False,False,33,287
405,15,Blues,False,True,True,33,6661
406,20,Blues,False,False,False,33,297
407,22,Electronic,False,False,False,33,211
408,24,Alternative,False,False,False,33,272
409,25,Rock,False,False,False,33,372
410,28,Jazz,False,False,False,33,288
411,30,Jazz,False,False,False,33,265
412,31,Blues,False,False,False,33,292
413,33,Jazz,True,False,True,33,319
414,35,Classical,False,False,False,33,249
415,38,Alternative,False,False,False,33,360
416,44,Blues,False,False,False,33,188
417,51,Pop,False,False,False,33,380
418,53,Rock,False,False,False,33,365
419,63,Classical,False,False,False,33,398
420,72,Alternative,False,False,False,33,508
421,73,Alternative,False,False,False,33,246
422,75,Electronic,False,False,False,33,266
423,76,Classical,False,False,False,33,288
424,83,Pop,False,True,True,33,7498
425,84,Electronic,False,False,True,33,263
426,88,Rock,False,True,True,33,8544
427,97,Pop,False,False,False,33,361
428,99,Rock,False,False,False,33,380
429,100,Rock,False,False,False,33,332
430,101,Alternative,False,False,False,33,290
431,105,Jazz,True,False,True,33,294
432,108,Jazz,False,False,False,33,209
433,3,Jazz,False,False,False,34,225
434,6,Alternative,False,False,False,34,333
435,7,Jazz,False,False,False,34,332
436,9,Blues,False,False,False,34,317
437,32,Pop,False,False,False,34,371
438,34,Classical,False,False,False,34,186
439,40,Blues,False,False,False,34,329
440,45,Blues,False,False,True,34,324
441,48,Hip-hop,False,True,True,34,6686
442,49,Alternative,False,False,False,34,334
443,50,Rock,False,False,False,34,313
444,51,Pop,False,False,False,34,333
445,54,Classical,False,False,False,34,301
446,58,Blues,False,False,False,34,280
447,68,Jazz,False,False,False,34,298
448,69,Pop,False,False,False,34,230
449,72,Alternative,False,True,True,34,7029
450,73,Alternative,False,False,False,34,233
451,78,Pop,False,True,True,34,7149
452,81,Alternative,True,False,True,34,446
453,83,Pop,False,False,False,34,322
454,92,Blues,True,False,True,34,310
455,93,Jazz,False,False,False,34,255
456,94,Jazz,False,True,True,34,6282
457,98,Rock,False,False,False,34,289
458,101,Alternative,False,False,False,34,376
459,105,Jazz,True,False,True,34,397
460,108,Jazz,False,False,False,34,226
461,117,Classical,False,False,False,34,389
462,119,Pop,True,False,False,34,354
463,0,Jazz,False,False,False,35,345
464,2,Jazz,False,False,False,35,289
465,4,Jazz,False,False,False,35,231
466,7,Jazz,False,False,False,35,260
467,8,Classical,False,False,False,35,391
468,10,Alternative,False,False,False,35,342
469,14,Electronic,False,False,False,35,239
470,19,Hip-hop,False,False,False,35,270
471,27,Alternative,False,False,False,35,394
472,34,Classical,False,False,False,35,244
473,38,Alternative,False,False,False,35,284
474,42,Alternative,False,False,False,35,337
475,45,Blues,False,False,False,35,227
476,47,Alternative,False,False,False,35,296
477,52,Electronic,False,False,False,35,260
478,54,Classical,False,False,False,35,188
479,56,Electronic,False,False,False,35,221
480,57,Jazz,False,False,False,35,335
481,60,Electronic,False,False,False,35,301
482,64,Pop,False,False,False,35,220
483,66,Alternative,False,False,False,35,254
484,68,Jazz,False,False,False,35,241
485,71,Alternative,True,False,True,35,373
486,76,Classical,False,False,False,35,300
487,77,Jazz,False,False,False,35,281
488,81,Alternative,True,False,True,35,357
489,83,Pop,False,False,False,35,293
490,85,Alternative,False,False,False,35,216
491,87,Alternative,False,False,False,35,319
492,88,Rock,False,False,False,35,320
493,90,Alternative,True,False,True,35,363
494,93,Jazz,False,False,False,35,459
495,96,Blues,False,False,False,35,290
496,97,Pop,False,False,False,35,330
497,101,Alternative,False,False,False,35,301
498,102,Electronic,False,False,False,35,234
499,104,Jazz,False,False,False,35,274
500,105,Jazz,True,False,True,35,273
501,106,Pop,False,True,True,35,6772
502,110,Jazz,False,False,False,35,328
503,112,Rock,False,False,False,35,378
504,121,Jazz,False,False,False,35,254
505,123,Jazz,False,False,False,35,322
506,125,Blues,False,False,False,35,309
507,126,Hip-hop,False,False,False,35,273
508,0,Jazz,False,True,True,36,5801
509,6,Alternative,False,False,False,36,265
510,10,Alternative,False,False,False,36,317
511,14,Electronic,False,True,True,36,6060
512,15,Blues,False,False,False,36,234
513,17,Classical,False,False,False,36,288
514,27,Alternative,False,False,False,36,353
515,37,Pop,False,False,True,36,289
516,45,Blues,False,False,False,36,272
517,49,Alternative,False,False,False,36,307
518,50,Rock,False,False,False,36,245
519,52,Electronic,False,True,True,36,5848
520,55,Pop,False,False,False,36,316
521,57,Jazz,False,False,False,36,233
522,61,Rock,False,False,True,36,299
523,72,Alternative,False,False,False,36,332
524,76,Classical,False,False,False,36,288
525,77,Jazz,False,False,True,36,299
526,80,Alternative,False,False,False,36,306
527,83,Pop,False,False,False,36,309
528,85,Alternative,False,False,False,36,350
529,89,Alternative,False,False,False,36,303
530,90,Alternative,True,False,False,36,354
531,91,Jazz,False,False,False,36,226
532,92,Blues,True,False,True,36,237
533,94,Jazz,False,False,False,36,206
534,95,Hip-hop,False,False,False,36,277
535,98,Rock,False,False,False,36,310
536,100,Rock,False,False,False,36,310
537,102,Electronic,False,False,False,36,189
538,104,Jazz,False,False,False,36,273
539,106,Pop,False,False,False,36,338
540,108,Jazz,False,False,False,36,237
541,110,Jazz,False,False,False,36,221
542,114,Pop,False,False,False,36,293
543,118,Blues,False,False,False,36,254
544,120,Classical,False,True,True,36,5734
545,129,Hip-hop,False,False,False,36,266
546,0,Jazz,False,False,False,37,277
547,4,Jazz,False,False,False,37,211
548,10,Alternative,False,False,True,37,283
549,15,Blues,False,False,False,37,296
550,16,Alternative,False,False,False,37,271
551,17,Classical,False,False,False,37,322
552,22,Electronic,False,False,False,37,222
553,25,Rock,False,False,False,37,289
554,26,Jazz,False,False,False,37,418
555,27,Alternative,False,False,False,37,275
556,28,Jazz,False,False,True,37,219
557,29,Jazz,True,False,True,37,217
558,30,Jazz,False,False,False,37,194
559,32,Pop,False,False,False,37,341
560,41,Pop,False,False,False,37,272
561,44,Blues,False,False,True,37,205
562,51,Pop,False,True,True,37,6302
563,53,Rock,False,False,False,37,208
564,54,Classical,False,False,False,37,254
565,60,Electronic,False,False,False,37,225
566,63,Classical,False,False,False,37,258
567,66,Alternative,False,False,False,37,335
568,68,Jazz,False,False,False,37,240
569,74,Jazz,False,False,False,37,248
570,84,Electronic,False,False,False,37,157
571,85,Alternative,False,False,False,37,312
572,86,Alternative,False,False,False,37,264
573,91,Jazz,False,False,False,37,325
574,93,Jazz,False,False,False,37,202
575,97,Pop,False,False,False,37,276
576,98,Rock,False,False,True,37,303
577,106,Pop,False,False,False,37,228
578,107,Hip-hop,False,False,False,37,269
579,109,Alternative,False,False,True,37,220
580,110,Jazz,False,False,False,37,256
581,115,Pop,False,False,True,37,314
582,124,Jazz,False,False,False,37,256
583,138,Jazz,False,False,False,37,266
584,139,Pop,False,False,False,37,271
585,0,Jazz,False,False,False,38,273
586,4,Jazz,False,False,False,38,220
587,6,Alternative,False,False,False,38,295
588,10,Alternative,False,True,True,38,6397
589,15,Blues,False,False,True,38,257
590,18,Blues,False,False,False,38,209
591,28,Jazz,False,False,False,38,232
592,29,Jazz,True,False,True,38,172
593,32,Pop,False,False,True,38,171
594,41,Pop,False,False,False,38,226
595,54,Classical,False,False,False,38,227
596,56,Electronic,False,False,False,38,250
597,60,Electronic,False,False,False,38,303
598,62,Pop,False,False,False,38,239
599,65,Hip-hop,False,False,False,38,298
600,66,Alternative,False,False,False,38,288
601,67,Alternative,False,False,False,38,269
602,71,Alternative,True,False,True,38,295
603,72,Alternative,False,False,False,38,251
604,75,Electronic,False,False,False,38,261
605,79,Blues,False,False,False,38,220
606,80,Alternative,False,False,False,38,187
607,86,Alternative,False,False,False,38,195
608,87,Alternative,False,False,False,38,306
609,88,Rock,False,False,False,38,341
610,95,Hip-hop,False,False,False,38,184
611,96,Blues,False,False,False,38,204
612,101,Alternative,False,False,False,38,194
613,103,Alternative,False,False,False,38,185
614,109,Alternative,False,False,False,38,247
615,118,Blues,False,False,False,38,275
616,120,Classical,False,False,False,38,305
617,124,Jazz,False,True,True,38,5432
618,128,Jazz,False,False,False,38,251
619,129,Hip-hop,False,False,False,38,261
620,136,Jazz,False,False,False,38,274
621,144,Pop,False,False,False,38,240
622,0,Jazz,False,False,False,39,346
623,1,Electronic,False,False,False,39,264
624,5,Pop,False,False,False,39,194
625,7,Jazz,False,False,False,39,184
626,8,Classical,False,False,False,39,331
627,11,Rock,False,False,False,39,257
628,16,Alternative,False,False,False,39,213
629,23,Rock,False,False,False,39,284
630,38,Alternative,False,False,False,39,294
631,39,Pop,False,False,False,39,245
632,53,Rock,False,False,False,39,324
633,57,Jazz,False,True,True,39,5284
634,68,Jazz,False,False,False,39,201
635,72,Alternative,False,False,False,39,339
636,74,Jazz,False,False,False,39,209
637,81,Alternative,True,True,True,39,6797
638,82,Alternative,False,False,True,39,221
639,87,Alternative,False,False,False,39,286
640,88,Rock,False,False,False,39,355
641,96,Blues,False,False,True,39,308
642,99,Rock,False,False,False,39,236
643,100,Rock,False,False,True,39,208
644,102,Electronic,False,False,False,39,173
645,104,Jazz,False,False,False,39,215
646,106,Pop,False,False,False,39,243
647,113,Blues,False,False,False,39,233
648,115,Pop,False,False,False,39,175
649,126,Hip-hop,False,False,False,39,195
650,129,Hip-hop,False,True,True,39,5784
651,130,Blues,False,False,False,39,214
652,134,Rock,False,False,False,39,368
653,137,Alternative,False,False,False,39,290
654,140,Pop,True,False,True,39,319
655,142,Electronic,False,False,False,39,277
656,144,Pop,False,False,False,39,208
657,150,Classical,False,False,False,39,274
658,4,Jazz,False,False,False,40,235
659,9,Blues,False,False,False,40,288
660,13,Jazz,False,False,False,40,264
661,17,Classical,False,False,False,40,178
662,20,Blues,False,False,False,40,131
663,21,Pop,False,False,False,40,314
664,24,Alternative,False,False,False,40,342
665,28,Jazz,False,False,False,40,273
666,30,Jazz,False,True,True,40,5128
667,34,Classical,False,False,False,40,228
668,35,Classical,False,False,False,40,229
669,37,Pop,False,False,False,40,228
670,42,Alternative,False,False,False,40,330
671,44,Blues,False,False,False,40,183
672,45,Blues,False,False,False,40,274
673,56,Electronic,False,False,False,40,212
674,58,Blues,False,False,False,40,155
675,61,Rock,False,False,False,40,278
676,67,Alternative,False,True,True,40,5826
677,69,Pop,False,False,False,40,247
678,76,Classical,False,False,False,40,223
679,77,Jazz,False,False,False,40,259
680,79,Blues,False,False,False,40,245
681,83,Pop,False,False,False,40,222
682,88,Rock,False,False,False,40,341
683,90,Alternative,True,True,True,40,6846
684,91,Jazz,False,False,False,40,210
685,93,Jazz,False,False,False,40,225
686,108,Jazz,False,False,False,40,154
687,109,Alternative,False,False,False,40,177
688,112,Rock,False,False,True,40,276
689,117,Classical,False,False,False,40,277
690,118,Blues,False,False,True,40,227
691,120,Classical,False,False,False,40,229
692,121,Jazz,False,False,False,40,180
693,123,Jazz,False,False,False,40,210
694,125,Blues,False,False,False,40,215
695,130,Blues,False,False,False,40,291
696,134,Rock,False,False,False,40,349
697,145,Jazz,False,False,False,40,228
698,146,Alternative,False,False,True,40,203
699,151,Blues,False,False,False,40,200
700,152,Electronic,True,False,False,40,249
701,155,Jazz,False,False,False,40,311
702,3,Jazz,False,False,False,41,206
703,14,Electronic,False,True,True,41,5225
704,16,Alternative,False,False,False,41,184
705,17,Classical,False,False,False,41,255
706,18,Blues,False,False,False,41,224
707,23,Rock,False,False,False,41,258
708,36,Classical,False,False,False,41,199
709,38,Alternative,False,False,False,41,232
710,39,Pop,False,False,False,41,235
711,44,Blues,False,False,False,41,180
712,47,Alternative,False,False,False,41,270
713,58,Blues,False,False,False,41,202
714,61,Rock,False,False,False,41,312
715,64,Pop,False,False,False,41,318
716,79,Blues,False,False,False,41,246
717,80,Alternative,False,False,False,41,345
718,84,Electronic,False,False,False,41,161
719,86,Alternative,False,False,False,41,272
720,88,Rock,False,False,False,41,260
721,98,Rock,False,False,False,41,246
722,100,Rock,False,True,True,41,6030
723,105,Jazz,True,False,True,41,265
724,106,Pop,False,False,False,41,232
725,108,Jazz,False,False,False,41,263
726,110,Jazz,False,False,False,41,332
727,115,Pop,False,False,False,41,229
728,117,Classical,False,False,False,41,185
729,119,Pop,True,False,True,41,272
730,122,Hip-hop,False,False,False,41,262
731,124,Jazz,False,False,False,41,268
732,126,Hip-hop,False,True,True,41,5362
733,128,Jazz,False,False,False,41,187
734,136,Jazz,False,False,False,41,195
735,138,Jazz,False,False,False,41,219
736,144,Pop,False,False,False,41,277
737,145,Jazz,False,False,False,41,176
738,151,Blues,False,True,True,41,5086
739,155,Jazz,False,True,True,41,4688
740,156,Alternative,False,True,True,41,5626
741,166,Alternative,False,False,False,41,430
742,0,Jazz,False,False,False,42,208
743,1,Electronic,False,False,False,42,288
